name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
BAND,Bandwidth Inc.,NASDAQ,Packaged Software,48.93,49.52,54.15,8.86,9.04,916186.9,841629.2333333333,41180918.0,41678742.0,-9.49,220,-5.2,227,216.9,8,67.4,-1.07,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,34.08,32.52,29.8,4.63,5.02,1739755.3,2101328.033333333,71613259.0,68345344.0,5.22,90,77.32,14,118.32,30,66.95,2.86,False,True,False
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,17.29,14.94,14.03,6.41,6.21,8060970.1,5662801.833333333,97909844.0,84587159.0,15.27,34,96.7,8,85.12,59,65.7,3.74,False,True,False
CLMT,"Calumet, Inc",NASDAQ,Oil Refining/Marketing,58.01,49.8,46.55,4.06,4.02,1315724.4,1294920.8666666667,75118359.0,64488786.0,21.56,22,72.91,19,99.9,48,64.79,6.12,True,True,False
DK,"Delek US Holdings, Inc.",NYSE,Oil Refining/Marketing,79.16,69.53,66.86,5.05,5.2,2080873.3,1754149.6,138858482.0,121973623.0,20.8,23,89.83,11,78.05,70,62.89,3.53,True,True,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,75.93,71.73,67.93,5.36,5.86,3838890.3,3160654.466666667,239988494.0,226728495.0,4.11,98,105.05,7,61.24,85,56.8,2.01,False,True,False
AMC,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,2.66,2.55,2.45,5.72,6.19,24450912.800000034,19915455.000000007,52975110.0,50777772.0,8.57,63,0.38,192,158.25,17,55.73,1.37,False,False,True
PURR,Hyperliquid Strategies Inc,NASDAQ,Financial Conglomerates,11.44,9.92,8.68,10.93,9.67,22114642.9,21736045.166666668,248660357.0,215603455.0,57.58,6,14.97,128,94.23,53,55.59,3.28,True,False,False
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,56.68,54.91,51.91,5.79,6.37,35729238.1,22358971.70000002,1267306516.0,1227828025.0,-4.32,168,15.26,127,152.7,18,54.55,1.44,False,False,True
OSCR,"Oscar Health, Inc.",NYSE,Managed Health Care,32.34,31.0,30.69,5.37,5.7,4969820.0,5681138.733333333,183728027.0,176096364.0,0.37,125,13.2,137,144.08,19,52.55,0.94,False,False,True
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,93.55,99.39,95.89,5.13,5.45,702412.1,770507.6,72080986.0,76583319.0,-15.12,293,27.8,86,140.43,20,51.03,-0.45,False,False,True
ANF,Abercrombie & Fitch Company,NYSE,Apparel/Footwear Retail,139.89,127.01,114.9,4.46,4.91,1583282.0,2007841.0666666667,280876887.0,255019240.0,31.12,12,63.42,28,56.81,94,50.45,4.43,True,False,False
CHYM,"Chime Financial, Inc.",NASDAQ,Packaged Software,31.25,32.28,28.18,4.55,5.04,8111498.3,9349356.0,292167375.0,301756698.0,-1.98,145,87.13,12,63.44,81,49.53,2.16,False,True,False
NAVN,"Navan, Inc.",NASDAQ,Packaged Software,22.53,27.36,26.75,6.26,6.91,5665189.5,3302990.6666666665,74416380.0,90360466.0,-22.44,394,5.53,169,161.37,14,48.15,-2.28,False,False,True
INSP,"Inspire Medical Systems, Inc.",NYSE,Medical Specialties,72.75,62.74,58.29,4.38,4.37,844637.6,642006.8,46705995.0,40281647.0,28.99,14,73.59,18,33.02,149,45.2,5.67,True,True,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,229.71,224.18,215.75,4.63,6.41,18108698.2,22286952.733333334,5119535912.0,4996400499.0,0.86,121,-24.8,324,158.39,16,44.82,1.01,False,False,True
XMTR,"Xometry, Inc.",NASDAQ,Information Technology Services,93.15,89.75,90.69,4.69,4.87,627308.4,565214.0666666667,52649690.0,50728905.0,-3.23,159,2.34,181,133.87,22,44.33,0.56,False,False,True
DOCU,"DocuSign, Inc.",NASDAQ,Packaged Software,70.4,63.27,58.74,4.0,4.1,3898272.3,3261055.8,229578328.0,206313956.0,15.28,33,67.46,24,49.72,108,44.15,4.84,False,True,False
APPN,Appian Corporation,NASDAQ,Packaged Software,37.5,37.09,32.55,5.44,5.59,993166.9,916098.3666666667,34353689.0,33978088.0,7.43,68,74.99,17,47.23,110,43.22,2.72,False,True,False
WGS,GeneDx Holdings Corp.,NASDAQ,Medical/Nursing Services,97.42,83.68,75.9,4.68,5.08,539527.4000000012,563105.1999999995,54857709.0,47119986.0,25.88,17,69.72,21,33.95,146,43.18,5.58,True,True,False
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,17.34,17.4,14.7,4.71,5.0,1365491.6,2079023.2,36050262.0,36164609.0,0.99,119,71.85,20,56.64,95,43.16,3.59,False,True,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,48.24,52.95,56.45,4.97,7.19,1184714.7,1452247.0333333334,70056397.0,76896480.0,-25.33,423,-23.96,321,173.16,11,41.29,-2.02,False,False,True
TEM,"Tempus AI, Inc.",NASDAQ,Packaged Software,69.97,60.57,56.28,6.16,6.26,5673303.5,6953346.633333334,486525664.0,421189701.0,36.87,9,40.36,58,44.57,120,40.6,3.89,True,False,False
PARR,"Par Pacific Holdings, Inc. Common Stock",NYSE,Oil Refining/Marketing,84.9,78.35,77.79,5.08,5.32,825097.1000000015,964642.3666666672,81898137.0,75582623.0,6.07,82,69.49,22,45.35,116,40.31,1.72,False,True,False
PAY,"Paymentus Holdings, Inc.",NYSE,Miscellaneous Commercial Services,36.64,38.11,35.4,4.34,4.7,988410.1,1084516.0,39736666.0,41328013.0,-11.54,241,75.23,16,52.1,102,38.59,0.75,False,True,False
BB,BlackBerry Limited,NYSE,Packaged Software,7.64,8.19,8.65,4.4,4.94,8811192.4,9307539.833333341,71109604.0,76272186.0,-14.16,279,-15.06,271,132.22,23,34.33,-2.36,False,False,True
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,85.59,71.75,67.39,5.95,5.61,8243890.9,6292514.2,538576290.0,451475309.0,23.31,21,19.86,110,58.15,91,33.77,4.81,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,80.4,77.44,67.95,6.15,6.1,1411868.1,1551653.3333333333,124752928.0,120159258.0,9.03,61,94.02,9,-9.69,312,31.12,3.0,False,True,False
CNH,CNH Industrial N.V.,NYSE,Trucks/Construction/Farm Machinery,13.52,11.96,11.43,4.7,4.35,24281867.500000004,21904650.966666665,296150881.0,261957721.0,30.0,13,29.25,83,33.86,147,31.04,4.2,True,False,False
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,7.98,7.68,7.0,6.97,7.2,8418091.5,8570450.533333357,68392195.0,65798206.0,27.27,15,48.05,42,3.91,245,26.41,1.94,True,False,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,22.81,22.15,19.88,7.09,7.4,42698722.2,41244140.8,940778852.0,913557719.0,25.33,18,42.92,51,7.85,232,25.37,2.0,True,False,False
FCEL,"FuelCell Energy, Inc.",NASDAQ,Electronic Equipment/Instruments,15.5,18.4,19.43,7.94,11.23,7672167.699999997,7607477.099999994,117915895.0,139957292.0,-30.71,446,-25.05,325,131.34,24,25.19,-1.8,False,False,True
BLSH,Bullish,NYSE,Packaged Software,32.08,30.32,27.61,6.49,7.28,1550942.7,1630859.9333333333,52317987.0,49446586.0,31.8,11,33.39,71,-18.89,364,15.43,2.23,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,126.18,117.57,108.85,6.58,6.73,22200587.3,24777437.266666666,3126417034.0,2913141113.0,35.31,10,7.26,154,-9.53,310,11.01,2.37,True,False,False
MARA,"MARA Holdings, Inc.",NASDAQ,Data Processing Services,11.04,10.74,11.19,6.79,7.87,46070726.6,47632045.233333334,525857779.0,511401454.0,19.74,24,-23.01,314,21.45,182,6.06,-0.18,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,7.0,3.07,4.03,18.11,20.18,30201969.2,10685996.7,74801977.0,32813561.0,118.67,2,-41.0,418,-63.54,468,4.71,3.64,True,False,False
RBLX,Roblox Corporation,NYSE,Packaged Software,47.43,40.5,44.21,4.5,5.01,9555773.4,11262815.966666667,534195361.0,456177835.0,24.57,20,-3.14,212,-16.91,352,1.5,1.45,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,8.56,7.45,10.8,9.33,11.93,2971381.6,8770971.533333333,75079516.0,65359818.0,24.6,19,-69.73,471,-72.58,471,-39.24,-1.74,True,False,False
